_id,name,subjectName,subjectCode,catalogNumber,academicCareer,semester,year,sectionType,sectionCode,classNumber,session,days[0],days[1],days[2],days[3],days[4],days[5],days[6],timeStart,timeEnd,classroom,instructor[0],instructor[1],instructor[2],instructor[3],instructor[4],instructor[5],instructor[6],instructor[7],instructor[8],instructor[9],instructor[10],instructor[11],instructor[12],instructor[13],startDate,endDate,capacity,waitlistCapacity,multipleMeetings,dateTimeRetrieved,days[0][0],days[1][0],days[2][0],days[0][1],days[0][2],days[1][1],days[0][3],days[0][4],days[1][2],days[1][3],days[1][4],days[1][5],days[1][6],days[3][0],days[4][0],days[2][1],days[4][1],days[5][0],days[6][0],days[7][0],days[8][0],days[2][2],days[3][1],days[2][3],days[3][2],days[3][3],days[4][2],days[4][3],timeStart[0],timeStart[1],timeStart[2],timeStart[3],timeStart[4],timeStart[5],timeStart[6],timeStart[7],timeStart[8],timeEnd[0],timeEnd[1],timeEnd[2],timeEnd[3],timeEnd[4],timeEnd[5],timeEnd[6],timeEnd[7],timeEnd[8],classroom[0],classroom[1],classroom[2],classroom[3],classroom[4],classroom[5],classroom[6],classroom[7],classroom[8],instructor[0][0],instructor[1][0],instructor[2][0],instructor[3][0],instructor[0][1],instructor[1][1],instructor[2][1],instructor[3][1],instructor[4][0],instructor[4][1],instructor[5][0],instructor[1][2],instructor[1][3],instructor[0][2],instructor[0][3],instructor[0][4],instructor[1][4],instructor[0][5],instructor[1][5],instructor[2][2],instructor[2][3],instructor[2][4],instructor[2][5],instructor[6][0],instructor[7][0],instructor[5][1],instructor[6][1],instructor[7][1],instructor[8][0],instructor[3][2],instructor[3][3],instructor[3][4],instructor[3][5],instructor[4][2],instructor[4][3],instructor[4][4],instructor[4][5],instructor[5][2],instructor[6][2],instructor[7][2],startDate[0],startDate[1],startDate[2],startDate[3],startDate[4],startDate[5],startDate[6],startDate[7],startDate[8],endDate[0],endDate[1],endDate[2],endDate[3],endDate[4],endDate[5],endDate[6],endDate[7],endDate[8],reservedSeatsAvailable,reservedSeatsCapacity,topic[0],topic[1],topic[2],topic[3],topic[4]
67c083cef212c01be320901d,Managerial Accounting,Accounting Bus Admin,ACC,212,Undergraduate,Spring,2025,Lecture,B1,8404,Regular Academic,Monday,Wednesday,Friday,,,,,1900-01-01T09:05:00.000Z,1900-01-01T09:55:00.000Z,Stubblefield 508,Laetitia Blanchard Marzouka,,,,,,,,,,,,,,2025-01-13T00:00:00.000Z,2025-04-28T00:00:00.000Z,45,300,False,2025-04-11T23:18:59.280Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67c083cef212c01be320901e,Managerial Accounting,Accounting Bus Admin,ACC,212,Undergraduate,Spring,2025,Lecture,B2,8405,Regular Academic,Monday,Wednesday,Friday,,,,,1900-01-01T09:05:00.000Z,1900-01-01T09:55:00.000Z,Stubblefield 408,Manuel Sicre,,,,,,,,,,,,,,2025-01-13T00:00:00.000Z,2025-04-28T00:00:00.000Z,32,300,False,2025-04-11T23:18:59.280Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67c083cef212c01be320901f,Managerial Accounting,Accounting Bus Admin,ACC,212,Undergraduate,Spring,2025,Lecture,C,8406,Regular Academic,Monday,Wednesday,Friday,,,,,1900-01-01T10:10:00.000Z,1900-01-01T11:00:00.000Z,Stubblefield 508,Laetitia Blanchard Marzouka,,,,,,,,,,,,,,2025-01-13T00:00:00.000Z,2025-04-28T00:00:00.000Z,45,300,False,2025-04-11T23:18:59.280Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67c083cef212c01be3209020,Managerial Accounting,Accounting Bus Admin,ACC,212,Undergraduate,Spring,2025,Lecture,D,8407,Regular Academic,Monday,Wednesday,Friday,,,,,1900-01-01T11:15:00.000Z,1900-01-01T12:05:00.000Z,Stubblefield 508,Laetitia Blanchard Marzouka,,,,,,,,,,,,,,2025-01-13T00:00:00.000Z,2025-04-28T00:00:00.000Z,45,300,False,2025-04-11T23:18:59.280Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67c083cef212c01be3209021,Managerial Accounting,Accounting Bus Admin,ACC,212,Undergraduate,Spring,2025,Lecture,E,8408,Regular Academic,Monday,Wednesday,Friday,,,,,1900-01-01T12:20:00.000Z,1900-01-01T13:10:00.000Z,Dooly Memorial 317,Mario Perez,,,,,,,,,,,,,,2025-01-13T00:00:00.000Z,2025-04-28T00:00:00.000Z,45,300,False,2025-04-11T23:18:59.280Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67c083cef212c01be3209022,Managerial Accounting,Accounting Bus Admin,ACC,212,Undergraduate,Spring,2025,Lecture,F,8409,Regular Academic,Monday,Wednesday,Friday,,,,,1900-01-01T13:25:00.000Z,1900-01-01T14:15:00.000Z,Dooly Memorial 317,Mario Perez,,,,,,,,,,,,,,2025-01-13T00:00:00.000Z,2025-04-28T00:00:00.000Z,45,300,False,2025-04-11T23:18:59.280Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67c083cef212c01be3209023,Managerial Accounting,Accounting Bus Admin,ACC,212,Undergraduate,Spring,2025,Lecture,G1,8410,Regular Academic,Monday,Wednesday,Friday,,,,,1900-01-01T14:30:00.000Z,1900-01-01T15:20:00.000Z,Dooly Memorial 317,Mario Perez,,,,,,,,,,,,,,2025-01-13T00:00:00.000Z,2025-04-28T00:00:00.000Z,45,300,False,2025-04-11T23:18:59.280Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67c083cef212c01be3209024,Managerial Accounting,Accounting Bus Admin,ACC,212,Undergraduate,Spring,2025,Lecture,G2,8411,Regular Academic,Monday,Wednesday,Friday,,,,,1900-01-01T14:30:00.000Z,1900-01-01T15:20:00.000Z,Stubblefield 408,Michael Werner,,,,,,,,,,,,,,2025-01-13T00:00:00.000Z,2025-04-28T00:00:00.000Z,42,300,False,2025-04-11T23:18:59.280Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67c083cef212c01be3209025,Managerial Accounting,Accounting Bus Admin,ACC,212,Undergraduate,Spring,2025,Lecture,HI,8412,Regular Academic,Monday,Wednesday,,,,,,1900-01-01T15:35:00.000Z,1900-01-01T16:50:00.000Z,Aresty 103,Manuel Sicre,,,,,,,,,,,,,,2025-01-13T00:00:00.000Z,2025-04-28T00:00:00.000Z,45,300,False,2025-04-11T23:18:59.280Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67c083cef212c01be3209026,Managerial Accounting,Accounting Bus Admin,ACC,212,Undergraduate,Spring,2025,Lecture,J1,8413,Regular Academic,Monday,Wednesday,,,,,,1900-01-01T17:05:00.000Z,1900-01-01T18:20:00.000Z,Whitten LC 120,Mario Perez,,,,,,,,,,,,,,2025-01-13T00:00:00.000Z,2025-04-28T00:00:00.000Z,43,300,False,2025-04-11T23:18:59.280Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67c083cef212c01be3209027,Managerial Accounting,Accounting Bus Admin,ACC,212,Undergraduate,Spring,2025,Lecture,J2,8414,Regular Academic,Monday,Wednesday,,,,,,1900-01-01T17:05:00.000Z,1900-01-01T18:20:00.000Z,Online Instruction ONL,Claudia Rodriguez Medellin,,,,,,,,,,,,,,2025-01-13T00:00:00.000Z,2025-04-28T00:00:00.000Z,46,300,False,2025-04-11T23:18:59.280Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67c083cef212c01be3209028,Managerial Accounting,Accounting Bus Admin,ACC,212,Undergraduate,Spring,2025,Lecture,K,8415,Regular Academic,Monday,Wednesday,,,,,,1900-01-01T18:35:00.000Z,1900-01-01T19:50:00.000Z,Dooly Memorial 110,Cristian Fonseca,,,,,,,,,,,,,,2025-01-13T00:00:00.000Z,2025-04-28T00:00:00.000Z,45,300,False,2025-04-11T23:18:59.280Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67c083cef212c01be3209029,Managerial Accounting,Accounting Bus Admin,ACC,212,Undergraduate,Spring,2025,Lecture,O,8416,Regular Academic,Tuesday,Thursday,,,,,,1900-01-01T09:30:00.000Z,1900-01-01T10:45:00.000Z,Dooly Memorial 316,Mario Perez,,,,,,,,,,,,,,2025-01-13T00:00:00.000Z,2025-04-28T00:00:00.000Z,45,300,False,2025-04-11T23:18:59.280Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67c083cef212c01be320902a,Managerial Accounting,Accounting Bus Admin,ACC,212,Undergraduate,Spring,2025,Lecture,R,8417,Regular Academic,Tuesday,Thursday,,,,,,1900-01-01T14:00:00.000Z,1900-01-01T15:15:00.000Z,Dooly Memorial 318,Mario Perez,,,,,,,,,,,,,,2025-01-13T00:00:00.000Z,2025-04-28T00:00:00.000Z,45,300,False,2025-04-11T23:18:59.280Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67c083cef212c01be320902b,Managerial Accounting,Accounting Bus Admin,ACC,212,Undergraduate,Spring,2025,Lecture,T,8418,Regular Academic,Tuesday,Thursday,,,,,,1900-01-01T17:05:00.000Z,1900-01-01T18:20:00.000Z,Whitten LC 194,Manuel Sicre,,,,,,,,,,,,,,2025-01-13T00:00:00.000Z,2025-04-28T00:00:00.000Z,45,300,False,2025-04-11T23:18:59.280Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67c083cef212c01be320902c,Principles of Financial and Managerial Accounting,Accounting Bus Admin,ACC,223,Undergraduate,Spring,2025,Lecture,CD,8441,Regular Academic,Monday,Wednesday,Friday,,,,,1900-01-01T10:10:00.000Z,1900-01-01T11:20:00.000Z,Aresty 531,Michael Werner,,,,,,,,,,,,,,2025-01-13T00:00:00.000Z,2025-04-28T00:00:00.000Z,40,300,False,2025-04-11T23:18:59.316Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67c083cef212c01be320902d,Cost Accounting,Accounting Bus Admin,ACC,301,Undergraduate,Spring,2025,Lecture,7FHQ,8438,Regular Academic,,,,,,,,,,,,,,,,,,,,,,,,,,,40,300,True,2025-04-11T23:18:59.394Z,Wednesday,Tuesday,Friday,,,,,,,,,,,,,,,,,,,,,,,,,,1900-01-01T18:30:00.000Z,1900-01-01T12:30:00.000Z,1900-01-01T13:25:00.000Z,,,,,,,1900-01-01T20:50:00.000Z,1900-01-01T13:45:00.000Z,1900-01-01T16:45:00.000Z,,,,,,,Online Instruction ONL,Stubblefield 204,Stubblefield 204,,,,,,,Mark Friedman,Mark Friedman,Mark Friedman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-01-15T00:00:00.000Z,2025-03-18T00:00:00.000Z,2025-03-21T00:00:00.000Z,,,,,,,2025-03-05T00:00:00.000Z,2025-04-22T00:00:00.000Z,2025-04-25T00:00:00.000Z,,,,,,,,,,,,,
67c083cef212c01be320902e,Cost Accounting,Accounting Bus Admin,ACC,301,Undergraduate,Spring,2025,Lecture,P,8439,Regular Academic,Tuesday,Thursday,,,,,,1900-01-01T11:00:00.000Z,1900-01-01T12:15:00.000Z,Stubblefield 508,Michael Werner,,,,,,,,,,,,,,2025-01-13T00:00:00.000Z,2025-04-28T00:00:00.000Z,50,300,False,2025-04-11T23:19:00.455Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67c083cef212c01be320902f,Cost Accounting,Accounting Bus Admin,ACC,301,Undergraduate,Spring,2025,Lecture,Q,8440,Regular Academic,Tuesday,Thursday,,,,,,1900-01-01T12:30:00.000Z,1900-01-01T13:45:00.000Z,Stubblefield 508,Michael Werner,,,,,,,,,,,,,,2025-01-13T00:00:00.000Z,2025-04-28T00:00:00.000Z,50,300,False,2025-04-11T23:19:00.455Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67c083cef212c01be3209030,Intermediate Accounting I,Accounting Bus Admin,ACC,311,Undergraduate,Spring,2025,Lecture,F,11042,Regular Academic,Monday,Wednesday,Friday,,,,,1900-01-01T13:25:00.000Z,1900-01-01T14:15:00.000Z,Dooly Memorial 213,Michael Werner,,,,,,,,,,,,,,2025-01-13T00:00:00.000Z,2025-04-28T00:00:00.000Z,33,300,False,2025-04-11T23:19:00.532Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67c083cef212c01be3209031,Intermediate Accounting II,Accounting Bus Admin,ACC,312,Undergraduate,Spring,2025,Lecture,R,8422,Regular Academic,Tuesday,Thursday,,,,,,1900-01-01T14:00:00.000Z,1900-01-01T15:15:00.000Z,Dooly Memorial 313,Daniele Macciocchi,,,,,,,,,,,,,,2025-01-13T00:00:00.000Z,2025-04-28T00:00:00.000Z,45,300,False,2025-04-11T23:19:00.667Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67c083cef212c01be3209032,Intermediate Accounting II,Accounting Bus Admin,ACC,312,Undergraduate,Spring,2025,Lecture,S,8423,Regular Academic,Tuesday,Thursday,,,,,,1900-01-01T15:30:00.000Z,1900-01-01T16:45:00.000Z,Dooly Memorial 313,Daniele Macciocchi,,,,,,,,,,,,,,2025-01-13T00:00:00.000Z,2025-04-28T00:00:00.000Z,44,300,False,2025-04-11T23:19:00.668Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67c083cef212c01be3209033,Intermediate Accounting II,Accounting Bus Admin,ACC,312,Undergraduate,Spring,2025,Lecture,T,8424,Regular Academic,Tuesday,Thursday,,,,,,1900-01-01T17:05:00.000Z,1900-01-01T18:20:00.000Z,Dooly Memorial 313,Daniele Macciocchi,,,,,,,,,,,,,,2025-01-13T00:00:00.000Z,2025-04-28T00:00:00.000Z,44,300,False,2025-04-11T23:19:00.668Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67c083cef212c01be3209034,Intermediate Accounting II,Accounting Bus Admin,ACC,312,Undergraduate,Spring,2025,Lecture,U,8425,Regular Academic,Tuesday,Thursday,,,,,,1900-01-01T18:35:00.000Z,1900-01-01T19:50:00.000Z,Dooly Memorial 313,Cristian Fonseca,,,,,,,,,,,,,,2025-01-13T00:00:00.000Z,2025-04-28T00:00:00.000Z,45,300,False,2025-04-11T23:19:00.668Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67c083cef212c01be3209035,Auditing,Accounting Bus Admin,ACC,402,Undergraduate,Spring,2025,Lecture,AB,8426,Regular Academic,Monday,Wednesday,,,,,,1900-01-01T08:00:00.000Z,1900-01-01T09:15:00.000Z,Stubblefield 208,Kay Tatum,,,,,,,,,,,,,,2025-01-13T00:00:00.000Z,2025-04-28T00:00:00.000Z,42,300,False,2025-04-11T23:19:00.765Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
